,tweet_norm_case_labelling,score_tweet_labelling,sentiment,sentiment_score,tweet,date,username,tweet_case_norm,tweet_text_prepocessing_stem,tweet_text_prepocessing_nostem,sentiment_predict
782,layanan internet dari indihome sangat memuaskan,2,positive,0,Layanan internet dari IndiHome sangat memuaskan. @indihome,2023-05-19 22:07:58+00:00,summer_sun15,layanan internet dari indihome sangat memuaskan,layan internet indihome muas,layanan internet indihome memuaskan,0
783,indihome memberikan kecepatan internet yang konsisten dan tidak pernah mengecewakan,-9,negative,0,IndiHome memberikan kecepatan internet yang konsisten dan tidak pernah mengecewakan. @indihome,2023-05-02 02:15:56+00:00,tantriwriter,indihome memberikan kecepatan internet yang konsisten dan tidak pernah mengecewakan,indihome cepat internet konsisten kecewa,indihome kecepatan internet konsisten mengecewakan,0
784,layanan internet dari indihome sangat memuaskan dan tidak pernah mengecewakan terbaik,-5,negative,0,Layanan internet dari IndiHome sangat memuaskan dan tidak pernah mengecewakan. Terbaik!,2023-07-11 06:58:43+00:00,tikaatikey,layanan internet dari indihome sangat memuaskan dan tidak pernah mengecewakan terbaik,layan internet indihome muas kecewa baik,layanan internet indihome memuaskan mengecewakan terbaik,0
785,indihome adalah layanan internet yang sangat terpercaya terima kasih,3,positive,0,"IndiHome adalah layanan internet yang sangat terpercaya. Terima kasih, @indihome!",2023-04-22 03:54:07+00:00,a_dhi_t,indihome adalah layanan internet yang sangat terpercaya terima kasih,indihome layan internet percaya terima kasih,indihome layanan internet terpercaya terima kasih,0
786,saya sangat senang dengan kecepatan internet yang diberikan oleh indihome,5,positive,0,Saya sangat senang dengan kecepatan internet yang diberikan oleh IndiHome. @indihome,2023-01-04 09:38:30+00:00,jelitahany,saya sangat senang dengan kecepatan internet yang diberikan oleh indihome,senang cepat internet indihome,senang kecepatan internet indihome,0
787,layanan internet dari indihome sangat memuaskan,1,positive,0,Layanan internet dari IndiHome sangat memuaskan. @indihome,2023-07-23 03:11:39+00:00,aexoaeriexo,layanan internet dari indihome sangat memuaskan,layan internet indihome muas,layanan internet indihome memuaskan,0
788,sinyal internet indihome sangat kuat di seluruh area rumah sangat memuaskan,3,positive,0,Sinyal internet IndiHome sangat kuat di seluruh area rumah. Sangat memuaskan!,2023-01-28 18:22:58+00:00,ladies_yhan,sinyal internet indihome sangat kuat di seluruh area rumah sangat memuaskan,sinyal internet indihome kuat area rumah muas,sinyal internet indihome kuat area rumah memuaskan,0
789,internet dari indihome sangat stabil dan tidak pernah mengalami gangguan sangat memuaskan,-9,negative,0,Internet dari IndiHome sangat stabil dan tidak pernah mengalami gangguan. Sangat memuaskan!,2023-02-17 15:09:21+00:00,AdeYusufRtg,internet dari indihome sangat stabil dan tidak pernah mengalami gangguan sangat memuaskan,internet indihome stabil alami ganggu muas,internet indihome stabil mengalami gangguan memuaskan,0
790,layanan internet dari indihome sangat memuaskan,2,positive,0,Layanan internet dari IndiHome sangat memuaskan. @indihome,2023-01-23 07:49:51+00:00,AdeYusufRtg,layanan internet dari indihome sangat memuaskan,layan internet indihome muas,layanan internet indihome memuaskan,0
791,layanan teknis dari indihome sangat kompeten dan responsif terima kasih,1,positive,1,Layanan teknis dari IndiHome sangat kompeten dan responsif. Terima kasih!,2023-02-16 22:33:22+00:00,AdeYusufRtg,layanan teknis dari indihome sangat kompeten dan responsif terima kasih,layan teknis indihome kompeten responsif terima kasih,layanan teknis indihome kompeten responsif terima kasih,1
792,indihome membuat pengalaman browsing menjadi lebih lancar dan cepat terima kasih,14,positive,1,"IndiHome membuat pengalaman browsing menjadi lebih lancar dan cepat. Terima kasih, @indihome!",2023-05-20 03:56:39+00:00,AdeYusufRtg,indihome membuat pengalaman browsing menjadi lebih lancar dan cepat terima kasih,indihome alam browsing lancar cepat terima kasih,indihome pengalaman browsing lancar cepat terima kasih,1
793,indihome memberikan koneksi internet yang sangat baik dan tidak tergoyahkan,-12,negative,0,IndiHome memberikan koneksi internet yang sangat baik dan tak tergoyahkan. @indihome,2023-03-04 08:11:14+00:00,AdeYusufRtg,indihome memberikan koneksi internet yang sangat baik dan tidak tergoyahkan,indihome koneksi internet goyah,indihome koneksi internet tergoyahkan,0
794,indihome selalu memberikan penawaran paket internet yang menarik terbaik,4,positive,1,IndiHome selalu memberikan penawaran paket internet yang menarik. Terbaik!,2023-01-21 12:47:08+00:00,btork,indihome selalu memberikan penawaran paket internet yang menarik terbaik,indihome tawar paket internet tarik baik,indihome penawaran paket internet menarik terbaik,1
795,layanan internet dari indihome sangat memuaskan,1,positive,0,Layanan internet dari IndiHome sangat memuaskan. @indihome,2023-07-19 02:12:40+00:00,Minkomink,layanan internet dari indihome sangat memuaskan,layan internet indihome muas,layanan internet indihome memuaskan,0
796,kecepatan download indihome membuat proses unduhan menjadi lebih cepat terbaik,17,positive,1,Kecepatan download IndiHome membuat proses unduhan menjadi lebih cepat. Terbaik!,2023-07-20 17:35:55+00:00,tiassas,kecepatan download indihome membuat proses unduhan menjadi lebih cepat terbaik,cepat download indihome proses unduh cepat baik,kecepatan download indihome proses unduhan cepat terbaik,0
797,saya sangat senang dengan kecepatan internet yang diberikan oleh indihome,5,positive,0,Saya sangat senang dengan kecepatan internet yang diberikan oleh IndiHome. @indihome,2023-03-27 02:42:59+00:00,zi_pohan,saya sangat senang dengan kecepatan internet yang diberikan oleh indihome,senang cepat internet indihome,senang kecepatan internet indihome,0
798,layanan pelanggan indihome sangat responsif dan siap membantu sangat memuaskan,4,positive,1,Layanan pelanggan IndiHome sangat responsif dan siap membantu. Sangat memuaskan!,2023-07-11 21:56:03+00:00,LaodeArham,layanan pelanggan indihome sangat responsif dan siap membantu sangat memuaskan,layan langgan indihome responsif bantu muas,layanan pelanggan indihome responsif membantu memuaskan,1
799,indihome memberikan kecepatan internet yang konsisten dan tidak pernah mengecewakan,-9,negative,0,IndiHome memberikan kecepatan internet yang konsisten dan tidak pernah mengecewakan. @indihome,2023-03-05 07:28:56+00:00,naintiwan,indihome memberikan kecepatan internet yang konsisten dan tidak pernah mengecewakan,indihome cepat internet konsisten kecewa,indihome kecepatan internet konsisten mengecewakan,0
800,indihome memberikan kecepatan internet yang luar biasa,3,positive,0,IndiHome memberikan kecepatan internet yang luar biasa. @indihome,2023-03-09 14:37:07+00:00,BebalBoy,indihome memberikan kecepatan internet yang luar biasa,indihome cepat internet,indihome kecepatan internet,0
801,koneksi internet dari indihome sangat stabil dan tidak pernah putusputus sangat memuaskan,-11,negative,0,Koneksi Wi-Fi dari IndiHome sangat stabil dan tidak pernah putus-putus. Sangat memuaskan!,2023-02-23 00:52:35+00:00,aruchive,koneksi internet dari indihome sangat stabil dan tidak pernah putusputus sangat memuaskan,koneksi internet indihome stabil putusputus muas,koneksi internet indihome stabil putusputus memuaskan,0
802,indihome memberikan kecepatan upload yang tinggi dan nsisten,0,positive,1,IndiHome memberikan kecepatan upload yang tinggi dan konsisten. @indihome,2023-02-24 06:02:18+00:00,cryinginher,indihome memberikan kecepatan upload yang tinggi dan nsisten,indihome cepat upload nsisten,indihome kecepatan upload nsisten,1
803,saya tidak pernah mengalami gangguan internet dengan indihome,-8,negative,0,Saya tidak pernah mengalami gangguan internet dengan IndiHome. @indihome,2023-05-08 07:11:27+00:00,gharizhafir,saya tidak pernah mengalami gangguan internet dengan indihome,alami ganggu internet indihome,mengalami gangguan internet indihome,0
804,sinyal internet dari indihome stabil dan cepat terima kasih indihome,8,positive,1,"Sinyal internet dari IndiHome stabil dan cepat. Terima kasih, IndiHome!",2023-01-20 05:17:18+00:00,ningnoeng,sinyal internet dari indihome stabil dan cepat terima kasih indihome,sinyal internet indihome stabil cepat terima kasih indihome,sinyal internet indihome stabil cepat terima kasih indihome,1
805,indihome memberikan kecepatan upload yang tinggi dan nsisten,0,positive,1,IndiHome memberikan kecepatan upload yang tinggi dan konsisten. @indihome,2023-02-10 22:01:20+00:00,derinovember,indihome memberikan kecepatan upload yang tinggi dan nsisten,indihome cepat upload nsisten,indihome kecepatan upload nsisten,1
806,koneksi internet indihome selalu dapat diandalkan puas sekali dengan layanannya,1,positive,0,Koneksi internet IndiHome selalu dapat diandalkan. Puas sekali dengan layanannya.,2023-02-10 18:56:03+00:00,KumpulanVideoT1,koneksi internet indihome selalu dapat diandalkan puas sekali dengan layanannya,koneksi internet indihome andal puas layan,koneksi internet indihome diandalkan puas layanannya,0
807,saya sangat senang dengan kecepatan internet yang diberikan oleh indihome,5,positive,0,Saya sangat senang dengan kecepatan internet yang diberikan oleh IndiHome. @indihome,2023-06-05 03:55:55+00:00,arsikils,saya sangat senang dengan kecepatan internet yang diberikan oleh indihome,senang cepat internet indihome,senang kecepatan internet indihome,0
808,indihome merupakan pilihan terbaik untuk kebutuhan internet rumah terima kasih,20,positive,1,"IndiHome merupakan pilihan terbaik untuk kebutuhan internet rumah. Terima kasih, @indihome!",2023-05-11 08:22:36+00:00,bimaprawira,indihome merupakan pilihan terbaik untuk kebutuhan internet rumah terima kasih,indihome pilih baik butuh internet rumah terima kasih,indihome pilihan terbaik kebutuhan internet rumah terima kasih,1
809,kualitas sinyal wifi indihome sangat baik di seluruh area rumah puas sekali,7,positive,1,Kualitas sinyal Wi-Fi IndiHome sangat baik di seluruh area rumah. Puas sekali!,2023-07-19 19:21:54+00:00,adhityanandha15,kualitas sinyal wifi indihome sangat baik di seluruh area rumah puas sekali,kualitas sinyal wifi indihome area rumah puas,kualitas sinyal wifi indihome area rumah puas,1
810,indihome adalah penyedia internet yang terpercaya dan berkualitas,2,positive,0,IndiHome adalah penyedia internet yang terpercaya dan berkualitas. @indihome,2023-05-03 07:00:50+00:00,BebalBoy,indihome adalah penyedia internet yang terpercaya dan berkualitas,indihome sedia internet percaya kualitas,indihome penyedia internet terpercaya berkualitas,0
811,indihome membuat pengalaman browsing menjadi lebih lancar dan cepat terima kasih,14,positive,1,"IndiHome membuat pengalaman browsing menjadi lebih lancar dan cepat. Terima kasih, @indihome!",2023-01-21 06:30:16+00:00,DediMulyadiR,indihome membuat pengalaman browsing menjadi lebih lancar dan cepat terima kasih,indihome alam browsing lancar cepat terima kasih,indihome pengalaman browsing lancar cepat terima kasih,1
812,indihome menyediakan paket internet dengan harga yang kompetitif terbaik,9,positive,1,IndiHome menyediakan paket internet dengan harga yang kompetitif. Terbaik!,2023-06-03 22:05:23+00:00,BigGuy_BagasK,indihome menyediakan paket internet dengan harga yang kompetitif terbaik,indihome sedia paket internet harga kompetitif baik,indihome menyediakan paket internet harga kompetitif terbaik,1
813,layanan pelanggan indihome sangat responsif dan membantu terima kasih,8,positive,1,Layanan pelanggan IndiHome sangat responsif dan membantu. Terima kasih!,2023-06-25 09:20:15+00:00,faisalabdalla,layanan pelanggan indihome sangat responsif dan membantu terima kasih,layan langgan indihome responsif bantu terima kasih,layanan pelanggan indihome responsif membantu terima kasih,1
814,saya sangat terbantu dengan adanya layanan internet dari indihome terima kasih,2,positive,0,Saya sangat terbantu dengan adanya layanan internet dari IndiHome. Terima kasih!,2023-04-01 17:56:19+00:00,YonnaCa,saya sangat terbantu dengan adanya layanan internet dari indihome terima kasih,bantu layan internet indihome terima kasih,terbantu layanan internet indihome terima kasih,0
815,saya sangat senang dengan kecepatan internet yang diberikan oleh indihome,5,positive,0,Saya sangat senang dengan kecepatan internet yang diberikan oleh IndiHome. @indihome,2023-06-24 06:33:54+00:00,JohnS68348814,saya sangat senang dengan kecepatan internet yang diberikan oleh indihome,senang cepat internet indihome,senang kecepatan internet indihome,0
816,indihome menyediakan paket internet yang sesuai dengan kebutuhan saya sangat memuaskan,3,positive,1,IndiHome menyediakan paket internet yang sesuai dengan kebutuhan saya. Sangat memuaskan!,2023-07-02 11:29:14+00:00,rizkyrpg,indihome menyediakan paket internet yang sesuai dengan kebutuhan saya sangat memuaskan,indihome sedia paket internet sesuai butuh muas,indihome menyediakan paket internet sesuai kebutuhan memuaskan,1
817,layanan teknis dari indihome sangat profesional dan membantu terima kasih,1,positive,1,"Layanan teknis dari IndiHome sangat profesional dan membantu. Terima kasih, @indihome!",2023-04-02 03:46:30+00:00,MelonLoop,layanan teknis dari indihome sangat profesional dan membantu terima kasih,layan teknis indihome profesional bantu terima kasih,layanan teknis indihome profesional membantu terima kasih,1
818,saya sangat senang bisa menggunakan layanan internet dari indihome puas sekali,5,positive,0,Saya sangat senang bisa menggunakan layanan internet dari IndiHome. Puas sekali!,2023-04-09 09:51:41+00:00,Fatih_Asmara,saya sangat senang bisa menggunakan layanan internet dari indihome puas sekali,senang layan internet indihome puas,senang layanan internet indihome puas,0
819,sinyal internet dari indihome stabil dan cepat terima kasih indihome,8,positive,1,"Sinyal internet dari IndiHome stabil dan cepat. Terima kasih, IndiHome!",2023-05-23 07:51:12+00:00,GoodnessInside8,sinyal internet dari indihome stabil dan cepat terima kasih indihome,sinyal internet indihome stabil cepat terima kasih indihome,sinyal internet indihome stabil cepat terima kasih indihome,1
820,indihome memberikan kecepatan internet yang luar biasa,2,positive,0,IndiHome memberikan kecepatan internet yang luar biasa. @indihome,2023-01-21 01:24:35+00:00,tuvut_x,indihome memberikan kecepatan internet yang luar biasa,indihome cepat internet,indihome kecepatan internet,0
821,indihome merupakan pilihan terbaik untuk kebutuhan internet rumah terima kasih,20,positive,1,"IndiHome merupakan pilihan terbaik untuk kebutuhan internet rumah. Terima kasih, @indihome!",2023-07-16 00:41:06+00:00,dxra19,indihome merupakan pilihan terbaik untuk kebutuhan internet rumah terima kasih,indihome pilih baik butuh internet rumah terima kasih,indihome pilihan terbaik kebutuhan internet rumah terima kasih,1
822,indihome memberikan kecepatan download yang luar biasa puas sekali dengan layanannya,3,positive,0,IndiHome memberikan kecepatan download yang luar biasa. Puas sekali dengan layanannya!,2023-07-21 05:49:52+00:00,ju_anda,indihome memberikan kecepatan download yang luar biasa puas sekali dengan layanannya,indihome cepat download puas layan,indihome kecepatan download puas layanannya,0
823,sinyal internet indihome sangat kuat di seluruh area rumah sangat memuaskan,3,positive,0,Sinyal internet IndiHome sangat kuat di seluruh area rumah. Sangat memuaskan!,2023-01-06 11:36:04+00:00,shineevisionneo,sinyal internet indihome sangat kuat di seluruh area rumah sangat memuaskan,sinyal internet indihome kuat area rumah muas,sinyal internet indihome kuat area rumah memuaskan,0
824,saya sangat terbantu dengan adanya layanan internet dari indihome terima kasih,2,positive,0,Saya sangat terbantu dengan adanya layanan internet dari IndiHome. Terima kasih!,2023-07-07 13:16:05+00:00,clearbydev,saya sangat terbantu dengan adanya layanan internet dari indihome terima kasih,bantu layan internet indihome terima kasih,terbantu layanan internet indihome terima kasih,0
825,layanan internet memberikan pengalaman berselancar yang lancar dan menyenangkan,3,positive,1,Layanan @indihome internet memberikan pengalaman berselancar yang lancar dan menyenangkan.,2023-06-06 16:02:58+00:00,sindirizkia100,layanan internet memberikan pengalaman berselancar yang lancar dan menyenangkan,layan internet alam selancar lancar senang,layanan internet pengalaman berselancar lancar menyenangkan,1
826,layanan internet sangat memuaskan saya sangat senang dengan kecepatannya,1,positive,0,Layanan @indihome internet sangat memuaskan! Saya sangat senang dengan kecepatannya.,2023-01-08 09:12:59+00:00,DwiMarthin,layanan internet sangat memuaskan saya sangat senang dengan kecepatannya,layan internet muas senang cepat,layanan internet memuaskan senang kecepatannya,0
827,paket internet memberikan nilai lebih dengan harga yang terjangkau,8,positive,1,Paket @indihome internet memberikan nilai lebih dengan harga yang terjangkau.,2023-01-24 17:25:25+00:00,Mangtrixx,paket internet memberikan nilai lebih dengan harga yang terjangkau,paket internet nilai harga jangkau,paket internet nilai harga terjangkau,1
828,saya sangat puas dengan layanan pelanggan responnya cepat dan efisien,11,positive,1,Saya sangat puas dengan layanan pelanggan @indihome. Responnya cepat dan efisien.,2023-01-21 08:01:51+00:00,naufalaby,saya sangat puas dengan layanan pelanggan responnya cepat dan efisien,puas layan langgan responnya cepat efisien,puas layanan pelanggan responnya cepat efisien,1
829,dengan saya bisa terhubung dengan keluarga dan temanteman dengan mudah,1,positive,1,"Dengan @indihome, saya bisa terhubung dengan keluarga dan teman-teman dengan mudah.",2023-05-22 15:50:31+00:00,SitaAkhmad,dengan saya bisa terhubung dengan keluarga dan temanteman dengan mudah,hubung keluarga temanteman mudah,terhubung keluarga temanteman mudah,1
830,layanan memberikan koneksi internet yang stabil dan handal terima kasih,2,positive,1,Layanan @indihome memberikan koneksi internet yang stabil dan handal. Terima kasih!,2023-05-24 07:05:02+00:00,saintcakwe,layanan memberikan koneksi internet yang stabil dan handal terima kasih,layan koneksi internet stabil handal terima kasih,layanan koneksi internet stabil handal terima kasih,1
831,layanan teknis dari selalu siap membantu dan mengatasi masalah dengan cepat,2,positive,1,Layanan teknis dari @indihome selalu siap membantu dan mengatasi masalah dengan cepat.,2023-03-08 00:51:47+00:00,BelaSubakti,layanan teknis dari selalu siap membantu dan mengatasi masalah dengan cepat,layan teknis bantu atas cepat,layanan teknis membantu mengatasi cepat,1
832,paket internet memberikan nilai lebih dengan harga yang terjangkau,8,positive,1,Paket @indihome internet memberikan nilai lebih dengan harga yang terjangkau.,2023-03-02 04:12:43+00:00,beguganjangjr,paket internet memberikan nilai lebih dengan harga yang terjangkau,paket internet nilai harga jangkau,paket internet nilai harga terjangkau,1
833,layanan internet memberikan pengalaman berselancar yang lancar dan menyenangkan,3,positive,1,Layanan @indihome internet memberikan pengalaman berselancar yang lancar dan menyenangkan.,2023-03-03 02:51:25+00:00,febb_md,layanan internet memberikan pengalaman berselancar yang lancar dan menyenangkan,layan internet alam selancar lancar senang,layanan internet pengalaman berselancar lancar menyenangkan,1
834,saya tidak bisa membayangkan hidup tanpa koneksi internet dari terbaik,4,positive,0,Saya tidak bisa membayangkan hidup tanpa koneksi internet dari @indihome. Terbaik!,2023-06-28 07:44:59+00:00,tagarabak,saya tidak bisa membayangkan hidup tanpa koneksi internet dari terbaik,bayang hidup koneksi internet baik,membayangkan hidup koneksi internet terbaik,0
835,paket internet sangat fleksibel dan sesuai dengan kebutuhan saya,6,positive,1,Paket internet @indihome sangat fleksibel dan sesuai dengan kebutuhan saya.,2023-03-01 17:50:15+00:00,mina_minces,paket internet sangat fleksibel dan sesuai dengan kebutuhan saya,paket internet fleksibel sesuai butuh,paket internet fleksibel sesuai kebutuhan,1
836,saya sudah menggunakan internet selama bertahuntahun dan tidak pernah kecewa,-7,negative,0,Saya sudah menggunakan @indihome internet selama bertahun-tahun dan tidak pernah kecewa.,2023-02-07 14:40:20+00:00,yosukegalih,saya sudah menggunakan internet selama bertahuntahun dan tidak pernah kecewa,internet bertahuntahun kecewa,internet bertahuntahun kecewa,0
837,kecepatan internet dari benarbenar luar biasa tidak pernah lambat,-11,negative,0,Kecepatan internet dari @indihome benar-benar luar biasa. Nggak pernah lemot!,2023-03-08 01:38:54+00:00,desriantoA,kecepatan internet dari benarbenar luar biasa tidak pernah lambat,cepat internet benarbenar lambat,kecepatan internet benarbenar lambat,0
838,layanan internet memberikan pengalaman berselancar yang lancar dan menyenangkan,3,positive,1,Layanan @indihome internet memberikan pengalaman berselancar yang lancar dan menyenangkan.,2023-02-19 12:24:16+00:00,wargakalimedi,layanan internet memberikan pengalaman berselancar yang lancar dan menyenangkan,layan internet alam selancar lancar senang,layanan internet pengalaman berselancar lancar menyenangkan,1
839,saya tidak bisa membayangkan hidup tanpa koneksi internet dari terbaik,4,positive,0,Saya tidak bisa membayangkan hidup tanpa koneksi internet dari @indihome. Terbaik!,2023-02-17 20:06:34+00:00,febb_md,saya tidak bisa membayangkan hidup tanpa koneksi internet dari terbaik,bayang hidup koneksi internet baik,membayangkan hidup koneksi internet terbaik,0
840,pelayanan teknisi dari sangat profesional dan membantu terima kasih atas bantuan,3,positive,0,Pelayanan teknisi dari @indihome sangat profesional dan membantu. Terima kasih atas bantuan!,2023-04-04 05:31:58+00:00,PapaNeisha,pelayanan teknisi dari sangat profesional dan membantu terima kasih atas bantuan,layan teknisi profesional bantu terima kasih bantu,pelayanan teknisi profesional membantu terima kasih bantuan,1
841,kecepatan matiload dan upload dari sangat mengagumkan tidak ada yang bisa mengalahkan,-15,negative,0,Kecepatan download dan upload dari @indihome sangat mengagumkan. Tidak ada yang bisa mengalahkan!,2023-04-03 11:53:43+00:00,itsokaikok,kecepatan matiload dan upload dari sangat mengagumkan tidak ada yang bisa mengalahkan,cepat matiload upload kagum kalah,kecepatan matiload upload mengagumkan mengalahkan,1
842,kecepatan internet dari benarbenar luar biasa tidak pernah lambat,-11,negative,0,Kecepatan internet dari @indihome benar-benar luar biasa. Nggak pernah lemot!,2023-04-18 19:32:16+00:00,_nonalee,kecepatan internet dari benarbenar luar biasa tidak pernah lambat,cepat internet benarbenar lambat,kecepatan internet benarbenar lambat,0
843,layanan internet sangat memuaskan saya sangat senang dengan kecepatannya,2,positive,0,Layanan @indihome internet sangat memuaskan! Saya sangat senang dengan kecepatannya.,2023-06-19 20:51:43+00:00,donaturoppa,layanan internet sangat memuaskan saya sangat senang dengan kecepatannya,layan internet muas senang cepat,layanan internet memuaskan senang kecepatannya,0
844,saya tidak pernah ragu dengan kecepatan internet dari selalu stabil dan cepat,1,positive,0,Saya tidak pernah ragu dengan kecepatan internet dari @indihome. Selalu stabil dan cepat.,2023-04-09 16:36:40+00:00,ujungberung,saya tidak pernah ragu dengan kecepatan internet dari selalu stabil dan cepat,ragu cepat internet stabil cepat,ragu kecepatan internet stabil cepat,1
845,saya tidak pernah mengalami gangguan internet dengan indihome,-8,negative,0,Saya tidak pernah mengalami gangguan internet dengan IndiHome. @indihome,2023-06-01 16:22:20+00:00,Piwaapiwwipa,saya tidak pernah mengalami gangguan internet dengan indihome,alami ganggu internet indihome,mengalami gangguan internet indihome,0
846,indihome membuat pengalaman browsing menjadi lebih lancar dan cepat terima kasih,14,positive,1,"IndiHome membuat pengalaman browsing menjadi lebih lancar dan cepat. Terima kasih, @indihome!",2023-06-09 20:23:44+00:00,caqxui,indihome membuat pengalaman browsing menjadi lebih lancar dan cepat terima kasih,indihome alam browsing lancar cepat terima kasih,indihome pengalaman browsing lancar cepat terima kasih,1
847,indihome selalu menghadirkan inovasi terbaru dalam layanan internet terima kasih indihome,17,positive,1,"IndiHome selalu menghadirkan inovasi terbaru dalam layanan internet. Terima kasih, IndiHome!",2023-03-11 19:05:44+00:00,RafaFahreza12,indihome selalu menghadirkan inovasi terbaru dalam layanan internet terima kasih indihome,indihome hadir inovasi baru layan internet terima kasih indihome,indihome menghadirkan inovasi terbaru layanan internet terima kasih indihome,1
848,layanan teknis dari indihome selalu siap membantu dalam mengatasi masalah internet terima kasih,3,positive,1,Layanan teknis dari IndiHome selalu siap membantu dalam mengatasi masalah internet. Terima kasih!,2023-02-23 06:40:47+00:00,ocupiakwjz,layanan teknis dari indihome selalu siap membantu dalam mengatasi masalah internet terima kasih,layan teknis indihome bantu atas internet terima kasih,layanan teknis indihome membantu mengatasi internet terima kasih,1
849,indihome selalu menghadirkan inovasi terbaru dalam layanan internet terima kasih indihome,17,positive,1,"IndiHome selalu menghadirkan inovasi terbaru dalam layanan internet. Terima kasih, IndiHome!",2023-04-21 04:31:39+00:00,juvalensio,indihome selalu menghadirkan inovasi terbaru dalam layanan internet terima kasih indihome,indihome hadir inovasi baru layan internet terima kasih indihome,indihome menghadirkan inovasi terbaru layanan internet terima kasih indihome,1
850,indihome selalu memberikan kualitas internet yang prima puas sekali dengan layanan ini,6,positive,1,IndiHome selalu memberikan kualitas internet yang prima. Puas sekali dengan layanan ini!,2023-04-24 00:35:43+00:00,sunkooksign,indihome selalu memberikan kualitas internet yang prima puas sekali dengan layanan ini,indihome kualitas internet prima puas layan,indihome kualitas internet prima puas layanan,1
851,kecepatan internet indihome membuat aktivitas online saya jadi lebih nyaman terima kasih indihome,9,positive,1,"Kecepatan internet IndiHome membuat aktivitas online saya jadi lebih nyaman. Terima kasih, IndiHome!",2023-01-09 19:55:36+00:00,farkhanrmdh,kecepatan internet indihome membuat aktivitas online saya jadi lebih nyaman terima kasih indihome,cepat internet indihome aktivitas online nyaman terima kasih indihome,kecepatan internet indihome aktivitas online nyaman terima kasih indihome,1
852,indihome memiliki jaringan internet yang luas dan terpercaya,0,positive,1, IndiHome memiliki jaringan internet yang luas dan terpercaya.,2023-05-20 00:03:18+00:00,lanangsamudera,indihome memiliki jaringan internet yang luas dan terpercaya,indihome milik jaring internet luas percaya,indihome memiliki jaringan internet luas terpercaya,1
853,layanan internet dari indihome sangat memuaskan,2,positive,0,Layanan internet dari IndiHome sangat memuaskan. @indihome,2023-05-19 22:07:58+00:00,allaboutBW_,layanan internet dari indihome sangat memuaskan,layan internet indihome muas,layanan internet indihome memuaskan,0
854,indihome memberikan kecepatan internet yang konsisten dan tidak pernah mengecewakan,-9,negative,0,IndiHome memberikan kecepatan internet yang konsisten dan tidak pernah mengecewakan. @indihome,2023-05-02 02:15:56+00:00,riki_oktrisa,indihome memberikan kecepatan internet yang konsisten dan tidak pernah mengecewakan,indihome cepat internet konsisten kecewa,indihome kecepatan internet konsisten mengecewakan,0
855,layanan internet dari indihome sangat memuaskan dan tidak pernah mengecewakan terbaik,5,positive,0,Layanan internet dari IndiHome sangat memuaskan dan tidak pernah mengecewakan. Terbaik!,2023-07-11 06:58:43+00:00,Fdhllhm,layanan internet dari indihome sangat memuaskan dan tidak pernah mengecewakan terbaik,layan internet indihome muas kecewa baik,layanan internet indihome memuaskan mengecewakan terbaik,0
856,indihome adalah layanan internet yang sangat terpercaya terima kasih,3,positive,0,"IndiHome adalah layanan internet yang sangat terpercaya. Terima kasih, @indihome!",2023-04-22 03:54:07+00:00,SantiHeetee,indihome adalah layanan internet yang sangat terpercaya terima kasih,indihome layan internet percaya terima kasih,indihome layanan internet terpercaya terima kasih,0
857,saya sangat senang dengan kecepatan internet yang diberikan oleh indihome,5,positive,0,Saya sangat senang dengan kecepatan internet yang diberikan oleh IndiHome. @indihome,2023-01-04 09:38:30+00:00,fahmisyaifullah,saya sangat senang dengan kecepatan internet yang diberikan oleh indihome,senang cepat internet indihome,senang kecepatan internet indihome,0
858,layanan internet dari indihome sangat memuaskan,4,positive,0,Layanan internet dari IndiHome sangat memuaskan. @indihome,2023-07-23 03:11:39+00:00,traaviswifeyy,layanan internet dari indihome sangat memuaskan,layan internet indihome muas,layanan internet indihome memuaskan,0
859,sinyal internet indihome sangat kuat di seluruh area rumah sangat memuaskan,2,positive,0,Sinyal internet IndiHome sangat kuat di seluruh area rumah. Sangat memuaskan!,2023-01-28 18:22:58+00:00,Chandradikumoro,sinyal internet indihome sangat kuat di seluruh area rumah sangat memuaskan,sinyal internet indihome kuat area rumah muas,sinyal internet indihome kuat area rumah memuaskan,0
860,internet dari indihome sangat stabil dan tidak pernah mengalami gangguan sangat memuaskan,-9,negative,0,Internet dari IndiHome sangat stabil dan tidak pernah mengalami gangguan. Sangat memuaskan!,2023-02-17 15:09:21+00:00,VeeKay2510,internet dari indihome sangat stabil dan tidak pernah mengalami gangguan sangat memuaskan,internet indihome stabil alami ganggu muas,internet indihome stabil mengalami gangguan memuaskan,0
861,layanan internet dari indihome sangat memuaskan,3,positive,0,Layanan internet dari IndiHome sangat memuaskan. @indihome,2023-01-23 07:49:51+00:00,sellylubis,layanan internet dari indihome sangat memuaskan,layan internet indihome muas,layanan internet indihome memuaskan,0
862,layanan teknis dari indihome sangat kompeten dan responsif terima kasih,1,positive,1,Layanan teknis dari IndiHome sangat kompeten dan responsif. Terima kasih!,2023-02-16 22:33:22+00:00,AbiyogaPutraA,layanan teknis dari indihome sangat kompeten dan responsif terima kasih,layan teknis indihome kompeten responsif terima kasih,layanan teknis indihome kompeten responsif terima kasih,1
